library,title,year,plex_rating,imdb_rating,imdb_votes,rt_score,metacritic_score,decision,reason,misidentified_hint,file,file_size,rating_key,guid,imdb_id,poster_url,trailer_url,thumb,omdb_json,wikidata_id,wikipedia_title
Sagas,Piratas del Caribe: El cofre del hombre muerto,2006,5.3,7.4,812753,53,53,MAYBE,score_bayes=7.40 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='Piratas del Caribe: El cofre del hombre muerto' vs OMDb='Pirates of the Caribbean: Dead Man's Chest' (sim=0.51),/mnt/Sagas/00.Sagas/Piratas del Caribe/Piratas del  Caribe El cofre del hombre muerto (2006).mkv,6922144105,22718,plex://movie/5d7768247228e5001f1dccc9,tt0383574,https://m.media-amazon.com/images/M/MV5BMTcwODc1MTMxM15BMl5BanBnXkFtZTYwMDg1NzY3._V1_SX300.jpg,N/A,/library/metadata/22718/thumb/1758331288,"{""Title"": ""Pirates of the Caribbean: Dead Man's Chest"", ""Year"": ""2006"", ""Rated"": ""PG-13"", ""Released"": ""07 Jul 2006"", ""Runtime"": ""151 min"", ""Genre"": ""Action, Adventure, Fantasy"", ""Director"": ""Gore Verbinski"", ""Writer"": ""Ted Elliott, Terry Rossio, Stuart Beattie"", ""Actors"": ""Johnny Depp, Orlando Bloom, Keira Knightley"", ""Plot"": ""Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones' service, as other friends and foes seek the heart for their own agenda as well."", ""Language"": ""English, Turkish, Greek, Mandarin, French"", ""Country"": ""United States"", ""Awards"": ""Won 1 Oscar. 45 wins & 54 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTcwODc1MTMxM15BMl5BanBnXkFtZTYwMDg1NzY3._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.4/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""53%""}, {""Source"": ""Metacritic"", ""Value"": ""53/100""}], ""Metascore"": ""53"", ""imdbRating"": ""7.4"", ""imdbVotes"": ""812,753"", ""imdbID"": ""tt0383574"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$423,315,812"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Superheroes,Batman vs Superman: El amanecer de la justicia,2016,2.8,6.4,783217,28,44,MAYBE,score_bayes=6.41 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/Infantil_01/01. Superheroes/02. DC/Batman Vs Superman Dawn Of Justice (2016).mkv,6138985381,21071,plex://movie/5d776a3cad5437001f7769e8,tt2975590,https://m.media-amazon.com/images/M/MV5BZTJkYjdmYjYtOGMyNC00ZGU1LThkY2ItYTc1OTVlMmE2YWY1XkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/21071/thumb/1763696743,"{""Title"": ""Batman v Superman: Dawn of Justice"", ""Year"": ""2016"", ""Rated"": ""R"", ""Released"": ""25 Mar 2016"", ""Runtime"": ""151 min"", ""Genre"": ""Action, Adventure, Sci-Fi"", ""Director"": ""Zack Snyder"", ""Writer"": ""Bob Kane, Bill Finger, Jerry Siegel"", ""Actors"": ""Ben Affleck, Henry Cavill, Amy Adams"", ""Plot"": ""Batman is manipulated by Lex Luthor to fear Superman. Superman´s existence is meanwhile dividing the world and he is framed for murder during an international crisis. The heroes clash and force the neutral Wonder Woman to reemerge."", ""Language"": ""English"", ""Country"": ""United States, Morocco"", ""Awards"": ""14 wins & 33 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BZTJkYjdmYjYtOGMyNC00ZGU1LThkY2ItYTc1OTVlMmE2YWY1XkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.4/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""28%""}, {""Source"": ""Metacritic"", ""Value"": ""44/100""}], ""Metascore"": ""44"", ""imdbRating"": ""6.4"", ""imdbVotes"": ""783,217"", ""imdbID"": ""tt2975590"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$330,360,194"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Películas,Ahora me ves,2013,5.1,7.2,750270,51,50,MAYBE,score_bayes=7.20 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='Ahora me ves' vs OMDb='Now You See Me' (sim=0.31),/mnt/ADULTOS_VOL_00/00.Movies/09. Thriller/Ahora Me Ves (2013).mkv,3152869540,20727,plex://movie/5d7768b907c4a5001e67bb61,tt1670345,https://m.media-amazon.com/images/M/MV5BMTY0NDY3MDMxN15BMl5BanBnXkFtZTcwOTM5NzMzOQ@@._V1_SX300.jpg,N/A,/library/metadata/20727/thumb/1743898621,"{""Title"": ""Now You See Me"", ""Year"": ""2013"", ""Rated"": ""PG-13"", ""Released"": ""31 May 2013"", ""Runtime"": ""115 min"", ""Genre"": ""Crime, Mystery, Thriller"", ""Director"": ""Louis Leterrier"", ""Writer"": ""Ed Solomon, Boaz Yakin, Edward Ricourt"", ""Actors"": ""Jesse Eisenberg, Common, Mark Ruffalo"", ""Plot"": ""An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances, and reward their audiences with the money."", ""Language"": ""English, French"", ""Country"": ""United States, France"", ""Awards"": ""1 win & 3 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTY0NDY3MDMxN15BMl5BanBnXkFtZTcwOTM5NzMzOQ@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.2/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""51%""}, {""Source"": ""Metacritic"", ""Value"": ""50/100""}], ""Metascore"": ""50"", ""imdbRating"": ""7.2"", ""imdbVotes"": ""750,270"", ""imdbID"": ""tt1670345"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$117,723,989"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Superheroes,Escuadrón suicida,2016,2.6,5.9,749653,26,40,MAYBE,score_bayes=5.92 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='Escuadrón suicida' vs OMDb='Suicide Squad' (sim=0.47),/mnt/Infantil_01/01. Superheroes/02. DC/Suicide Squad (2016).mkv,3873876374,21081,plex://movie/5d776b32fb0d55001f55f7b6,tt1386697,https://m.media-amazon.com/images/M/MV5BMjM1OTMxNzUyM15BMl5BanBnXkFtZTgwNjYzMTIzOTE@._V1_SX300.jpg,N/A,/library/metadata/21081/thumb/1763696775,"{""Title"": ""Suicide Squad"", ""Year"": ""2016"", ""Rated"": ""PG-13"", ""Released"": ""05 Aug 2016"", ""Runtime"": ""123 min"", ""Genre"": ""Action, Adventure, Fantasy"", ""Director"": ""David Ayer"", ""Writer"": ""David Ayer, John Ostrander"", ""Actors"": ""Will Smith, Jared Leto, Margot Robbie"", ""Plot"": ""A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse."", ""Language"": ""English, Japanese, Spanish"", ""Country"": ""United States, Canada"", ""Awards"": ""Won 1 Oscar. 18 wins & 41 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMjM1OTMxNzUyM15BMl5BanBnXkFtZTgwNjYzMTIzOTE@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""5.9/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""26%""}, {""Source"": ""Metacritic"", ""Value"": ""40/100""}], ""Metascore"": ""40"", ""imdbRating"": ""5.9"", ""imdbVotes"": ""749,653"", ""imdbID"": ""tt1386697"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$325,100,054"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Sagas,Piratas del Caribe: En el fin del mundo,2007,4.3,7.1,732137,43,50,MAYBE,score_bayes=7.10 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='Piratas del Caribe: En el fin del mundo' vs OMDb='Pirates of the Caribbean: At World's End' (sim=0.49),/mnt/Sagas/00.Sagas/Piratas del Caribe/Piratas del Caribe En el fin del mundo (2007).mkv,7730858693,22246,plex://movie/5d77682454c0f0001f301a49,tt0449088,https://m.media-amazon.com/images/M/MV5BMjIyNjkxNzEyMl5BMl5BanBnXkFtZTYwMjc3MDE3._V1_SX300.jpg,N/A,/library/metadata/22246/thumb/1763607577,"{""Title"": ""Pirates of the Caribbean: At World's End"", ""Year"": ""2007"", ""Rated"": ""PG-13"", ""Released"": ""25 May 2007"", ""Runtime"": ""169 min"", ""Genre"": ""Action, Adventure, Fantasy"", ""Director"": ""Gore Verbinski"", ""Writer"": ""Ted Elliott, Terry Rossio, Stuart Beattie"", ""Actors"": ""Johnny Depp, Geoffrey Rush, Orlando Bloom"", ""Plot"": ""Will Turner, Elizabeth Swann, Hector Barbossa, and the crew of the Black Pearl try and rescue Jack from davy jones locker and prepare to fight Lord Cutler Beckett, who controls Davy Jones and the Flying Dutchman."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""Nominated for 2 Oscars. 23 wins & 51 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMjIyNjkxNzEyMl5BMl5BanBnXkFtZTYwMjc3MDE3._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.1/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""43%""}, {""Source"": ""Metacritic"", ""Value"": ""50/100""}], ""Metascore"": ""50"", ""imdbRating"": ""7.1"", ""imdbVotes"": ""732,137"", ""imdbID"": ""tt0449088"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$309,420,425"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Películas,"Yo, robot",2004,5.7,7.1,604115,,59,MAYBE,score_bayes=7.10 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,"/mnt/ADULTOS_VOL_00/00.Movies/05. Ficcion/Yo, robot (2004).mkv",5338488877,22186,plex://movie/5d77682a54f42c001f8c30b0,tt0343818,https://m.media-amazon.com/images/M/MV5BZDdhNTY3YTgtYmQwMC00MjM1LTgzYzMtMGM1N2E0NWM1NDlkXkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/22186/thumb/1749923122,"{""Title"": ""I, Robot"", ""Year"": ""2004"", ""Rated"": ""PG-13"", ""Released"": ""16 Jul 2004"", ""Runtime"": ""115 min"", ""Genre"": ""Action, Mystery, Sci-Fi"", ""Director"": ""Alex Proyas"", ""Writer"": ""Jeff Vintar, Akiva Goldsman, Isaac Asimov"", ""Actors"": ""Will Smith, Bridget Moynahan, Bruce Greenwood"", ""Plot"": ""In 2035, a technophobic cop investigates a crime that may have been perpetrated by a robot, which leads to a larger threat to humanity."", ""Language"": ""English"", ""Country"": ""United States, Germany"", ""Awards"": ""Nominated for 1 Oscar. 1 win & 15 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BZDdhNTY3YTgtYmQwMC00MjM1LTgzYzMtMGM1N2E0NWM1NDlkXkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.1/10""}, {""Source"": ""Metacritic"", ""Value"": ""59/100""}], ""Metascore"": ""59"", ""imdbRating"": ""7.1"", ""imdbVotes"": ""604,115"", ""imdbID"": ""tt0343818"", ""Type"": ""movie"", ""DVD"": ""08 Jun 2004"", ""BoxOffice"": ""$144,801,023"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Sagas,Piratas del Caribe: En mareas misteriosas,2011,3.2,6.6,597547,32,45,MAYBE,score_bayes=6.61 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='Piratas del Caribe: En mareas misteriosas' vs OMDb='Pirates of the Caribbean: On Stranger Tides' (sim=0.59),/mnt/Sagas/00.Sagas/Piratas del Caribe/Piratas Del Caribe En Mareas Misteriosas (2011).mkv,2937213095,22215,plex://movie/5d77682a961905001eb91d05,tt1298650,https://m.media-amazon.com/images/M/MV5BMjE5MjkwODI3Nl5BMl5BanBnXkFtZTcwNjcwMDk4NA@@._V1_SX300.jpg,N/A,/library/metadata/22215/thumb/1763607542,"{""Title"": ""Pirates of the Caribbean: On Stranger Tides"", ""Year"": ""2011"", ""Rated"": ""PG-13"", ""Released"": ""20 May 2011"", ""Runtime"": ""136 min"", ""Genre"": ""Action, Adventure, Fantasy"", ""Director"": ""Rob Marshall"", ""Writer"": ""Ted Elliott, Terry Rossio, Stuart Beattie"", ""Actors"": ""Johnny Depp, Penélope Cruz, Geoffrey Rush"", ""Plot"": ""Jack Sparrow and Barbossa embark on a quest to find the elusive fountain of youth, only to discover that Blackbeard and his daughter are after it too."", ""Language"": ""English, Spanish"", ""Country"": ""United States, United Kingdom"", ""Awards"": ""3 wins & 31 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMjE5MjkwODI3Nl5BMl5BanBnXkFtZTcwNjcwMDk4NA@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.6/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""32%""}, {""Source"": ""Metacritic"", ""Value"": ""45/100""}], ""Metascore"": ""45"", ""imdbRating"": ""6.6"", ""imdbVotes"": ""597,547"", ""imdbID"": ""tt1298650"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$241,071,802"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Películas,Oblivion,2013,,7.0,577039,53,54,MAYBE,score_bayes=7.00 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/ADULTOS_VOL_00/00.Movies/05. Ficcion/Oblivion (2013).mkv,5749420206,24027,plex://movie/5d7768b96f6af7001ee5bc7f,tt1483013,https://m.media-amazon.com/images/M/MV5BMTQwMDY0MTA4MF5BMl5BanBnXkFtZTcwNzI3MDgxOQ@@._V1_SX300.jpg,N/A,/library/metadata/24027/thumb/1755759458,"{""Title"": ""Oblivion"", ""Year"": ""2013"", ""Rated"": ""PG-13"", ""Released"": ""19 Apr 2013"", ""Runtime"": ""124 min"", ""Genre"": ""Action, Adventure, Sci-Fi"", ""Director"": ""Joseph Kosinski"", ""Writer"": ""Karl Gajdusek, Michael Arndt, Joseph Kosinski"", ""Actors"": ""Tom Cruise, Morgan Freeman, Andrea Riseborough"", ""Plot"": ""A stranger's arrival triggers one man's battle to save mankind."", ""Language"": ""English"", ""Country"": ""United States, Iceland, Japan, United Kingdom"", ""Awards"": ""1 win & 17 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTQwMDY0MTA4MF5BMl5BanBnXkFtZTcwNzI3MDgxOQ@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.0/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""53%""}, {""Source"": ""Metacritic"", ""Value"": ""54/100""}], ""Metascore"": ""54"", ""imdbRating"": ""7.0"", ""imdbVotes"": ""577,039"", ""imdbID"": ""tt1483013"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$89,107,235"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Superheroes,The Amazing Spider-Man 2: El poder de Electro,2014,5.1,6.6,576021,51,53,MAYBE,score_bayes=6.61 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/Infantil_01/01. Superheroes/01. Marvel/El Sorprendente Hombre Araña El Poder De Electro (2014).mkv,3319839921,21110,plex://movie/5d77690d47dd6e001f6c2871,tt1872181,https://m.media-amazon.com/images/M/MV5BOTA5NDYxNTg0OV5BMl5BanBnXkFtZTgwODE5NzU1MTE@._V1_SX300.jpg,N/A,/library/metadata/21110/thumb/1762568444,"{""Title"": ""The Amazing Spider-Man 2"", ""Year"": ""2014"", ""Rated"": ""PG-13"", ""Released"": ""02 May 2014"", ""Runtime"": ""142 min"", ""Genre"": ""Action, Adventure, Sci-Fi"", ""Director"": ""Marc Webb"", ""Writer"": ""Alex Kurtzman, Roberto Orci, Jeff Pinkner"", ""Actors"": ""Andrew Garfield, Emma Stone, Jamie Foxx"", ""Plot"": ""When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""4 wins & 30 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BOTA5NDYxNTg0OV5BMl5BanBnXkFtZTgwODE5NzU1MTE@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.6/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""51%""}, {""Source"": ""Metacritic"", ""Value"": ""53/100""}], ""Metascore"": ""53"", ""imdbRating"": ""6.6"", ""imdbVotes"": ""576,021"", ""imdbID"": ""tt1872181"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$203,605,622"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Sagas,Matrix Revolutions,2003,3.3,6.7,568496,33,47,MAYBE,score_bayes=6.70 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/Sagas/00.Sagas/Matrix/Matrix Revolutions (2003).mkv,4042752440,18120,plex://movie/5d776827eb5d26001f1dd798,tt0242653,https://m.media-amazon.com/images/M/MV5BMmNmMTEzODQtNmExMS00OGUxLWFkNTItMTM3NzBlNDk0YWU5XkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/18120/thumb/1757814835,"{""Title"": ""The Matrix Revolutions"", ""Year"": ""2003"", ""Rated"": ""R"", ""Released"": ""05 Nov 2003"", ""Runtime"": ""129 min"", ""Genre"": ""Action, Sci-Fi"", ""Director"": ""Lana Wachowski, Lilly Wachowski"", ""Writer"": ""Lilly Wachowski, Lana Wachowski"", ""Actors"": ""Mary Alice, Tanveer K. Atwal, Helmut Bakaitis"", ""Plot"": ""The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith."", ""Language"": ""English, French"", ""Country"": ""United States, Australia"", ""Awards"": ""5 wins & 36 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMmNmMTEzODQtNmExMS00OGUxLWFkNTItMTM3NzBlNDk0YWU5XkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.7/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""33%""}, {""Source"": ""Metacritic"", ""Value"": ""47/100""}], ""Metascore"": ""47"", ""imdbRating"": ""6.7"", ""imdbVotes"": ""568,496"", ""imdbID"": ""tt0242653"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$139,313,948"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Superheroes,X-Men orígenes: Lobezno,2009,3.7,6.5,560978,37,40,MAYBE,score_bayes=6.51 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='X-Men orígenes: Lobezno' vs OMDb='X-Men Origins: Wolverine' (sim=0.53),/mnt/Infantil_01/01. Superheroes/01. Marvel/X-Men - Origenes Lobezno (2009).mkv,2117242607,20493,plex://movie/5d77682a3c3c2a001fbcbef1,tt0458525,https://m.media-amazon.com/images/M/MV5BZjQwOGEzNjUtNDgwYS00NzUzLWJhZjAtNmFlNzY2YTQyOTllXkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/20493/thumb/1762568322,"{""Title"": ""X-Men Origins: Wolverine"", ""Year"": ""2009"", ""Rated"": ""PG-13"", ""Released"": ""01 May 2009"", ""Runtime"": ""107 min"", ""Genre"": ""Action, Sci-Fi"", ""Director"": ""Gavin Hood"", ""Writer"": ""David Benioff, Skip Woods"", ""Actors"": ""Hugh Jackman, Liev Schreiber, Ryan Reynolds"", ""Plot"": ""The early years of James Logan, featuring his rivalry with his brother Victor Creed, his service in the special forces team Weapon X, and his experimentation into the metal-lined mutant Wolverine."", ""Language"": ""English"", ""Country"": ""United States, United Kingdom"", ""Awards"": ""3 wins & 21 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BZjQwOGEzNjUtNDgwYS00NzUzLWJhZjAtNmFlNzY2YTQyOTllXkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.5/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""37%""}, {""Source"": ""Metacritic"", ""Value"": ""40/100""}], ""Metascore"": ""40"", ""imdbRating"": ""6.5"", ""imdbVotes"": ""560,978"", ""imdbID"": ""tt0458525"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$179,883,157"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Superheroes,Hancock,2008,4.2,6.4,532305,42,49,MAYBE,score_bayes=6.41 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/Infantil_01/01. Superheroes/03. Otros/Hancock (2008).mkv,4688760099,22310,plex://movie/5d776832e6d55c002040c83c,tt0448157,https://m.media-amazon.com/images/M/MV5BMTgyMzc4ODU3NV5BMl5BanBnXkFtZTcwNjk5Mzc1MQ@@._V1_SX300.jpg,N/A,/library/metadata/22310/thumb/1763696813,"{""Title"": ""Hancock"", ""Year"": ""2008"", ""Rated"": ""R"", ""Released"": ""02 Jul 2008"", ""Runtime"": ""92 min"", ""Genre"": ""Action, Comedy, Drama"", ""Director"": ""Peter Berg"", ""Writer"": ""Vy Vincent Ngo, Vince Gilligan"", ""Actors"": ""Will Smith, Charlize Theron, Jason Bateman"", ""Plot"": ""Hancock is a superhero whose ill-considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image."", ""Language"": ""English, Japanese, Vietnamese"", ""Country"": ""United States"", ""Awards"": ""4 wins & 14 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTgyMzc4ODU3NV5BMl5BanBnXkFtZTcwNjk5Mzc1MQ@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.4/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""42%""}, {""Source"": ""Metacritic"", ""Value"": ""49/100""}], ""Metascore"": ""49"", ""imdbRating"": ""6.4"", ""imdbVotes"": ""532,305"", ""imdbID"": ""tt0448157"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$227,946,274"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Sagas,Star Wars IX  : El ascenso de Skywalker,2019,5.1,6.4,528173,51,53,MAYBE,score_bayes=6.41 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/Sagas/00.Sagas/Star Wars/Star Wars IX - El ascenso de Skywalker (2019).mkv,6539788797,21037,plex://movie/5d7769ff47dd6e001f6cd584,tt2527338,https://m.media-amazon.com/images/M/MV5BODg5ZTNmMTUtYThlNy00NjljLWE0MGUtYmQ1NDg4NWU5MjQ1XkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/21037/thumb/1764725731,"{""Title"": ""Star Wars: Episode IX - The Rise of Skywalker"", ""Year"": ""2019"", ""Rated"": ""PG-13"", ""Released"": ""20 Dec 2019"", ""Runtime"": ""141 min"", ""Genre"": ""Action, Adventure, Fantasy"", ""Director"": ""J.J. Abrams"", ""Writer"": ""Chris Terrio, J.J. Abrams, Derek Connolly"", ""Actors"": ""Daisy Ridley, John Boyega, Oscar Isaac"", ""Plot"": ""The surviving Resistance faces the First Order once again."", ""Language"": ""English"", ""Country"": ""United States, United Kingdom"", ""Awards"": ""Nominated for 3 Oscars. 21 wins & 55 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BODg5ZTNmMTUtYThlNy00NjljLWE0MGUtYmQ1NDg4NWU5MjQ1XkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.4/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""51%""}, {""Source"": ""Metacritic"", ""Value"": ""53/100""}], ""Metascore"": ""53"", ""imdbRating"": ""6.4"", ""imdbVotes"": ""528,173"", ""imdbID"": ""tt2527338"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$515,202,542"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Sagas,Crepúsculo,2008,4.8,5.3,514072,48,56,MAYBE,score_bayes=5.32 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='Crepúsculo' vs OMDb='Twilight' (sim=0.11),/mnt/Sagas/00.Sagas/Crepusculo/Crepúsculo (2008).mkv,5225674344,23449,plex://movie/5d776ce996b655001fe3ae7f,tt1099212,https://m.media-amazon.com/images/M/MV5BMTQ2NzUxMTAxN15BMl5BanBnXkFtZTcwMzEyMTIwMg@@._V1_SX300.jpg,N/A,/library/metadata/23449/thumb/1764208102,"{""Title"": ""Twilight"", ""Year"": ""2008"", ""Rated"": ""PG-13"", ""Released"": ""21 Nov 2008"", ""Runtime"": ""122 min"", ""Genre"": ""Drama, Fantasy, Romance"", ""Director"": ""Catherine Hardwicke"", ""Writer"": ""Melissa Rosenberg, Stephenie Meyer"", ""Actors"": ""Kristen Stewart, Robert Pattinson, Billy Burke"", ""Plot"": ""When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire."", ""Language"": ""English"", ""Country"": ""United States, United Kingdom"", ""Awards"": ""34 wins & 16 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTQ2NzUxMTAxN15BMl5BanBnXkFtZTcwMzEyMTIwMg@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""5.3/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""48%""}, {""Source"": ""Metacritic"", ""Value"": ""56/100""}], ""Metascore"": ""56"", ""imdbRating"": ""5.3"", ""imdbVotes"": ""514,072"", ""imdbID"": ""tt1099212"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$193,962,473"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
